Division;Class;Order;Genus;Species;SFLAG;STAGE;Author;AphiaID;AphiaID_link;Trophy;Geometric_shape;FORMULA;SizeClassNo;Nonvalid_SIZCL;Not_accepted_name;Unit;SizeRange;Length(l1)µm;Length(l2)µm;Width(w)µm;Height(h)µm;Diameter(d1)µm;Diameter(d2)µm;No_of_cells/counting_unit;Calculated_volume_µm3;Comment;Filament_length_of_cell(µm);Calculated_Carbon_pg/counting_unit;Comment_on_Carbon_calculation;Corrections/Additions;Synonyms - NOT IMPORTED, NOT handled by ICES;WORMS Rank
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Phormidium;Phormidium;;;Kützing ex Gomont, 1892 ;146690;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146690;AU;cylinder;π/4*d^2*h;6;;;filament;10x100;;;;100;10;;50;7850;;2;1246;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Planktolyngbya;Planktolyngbya contorta;;;(Lemmermann) Anagnostidis & Komárek 1988;177572;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177572;AU;cylinder;π/4*d^2*h;1;;;filament;1.5x100;;;;100;1,5;;25;177;;4;34;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Planktolyngbya;Planktolyngbya lacustris;;;(Lemmermann) Anagnostidis & Komárek 1988;177574;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177574;AU;cylinder;π/4*d^2*h;1;;;filament;1.5x100;;;;100;1,5;;25;177;;4;34;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Planktolyngbya;Planktolyngbya limnetica;;;(Lemmermann) Komárková-Legnerová & Cronberg 1992;177576;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177576;AU;cylinder;π/4*d^2*h;1;;;filament;1x100;;;;100;1;;25;79;;4;16;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Planktolyngbya;Planktolyngbya limnetica;;;(Lemmermann) Komárková-Legnerová & Cronberg 1992;177576;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177576;AU;cylinder;π/4*d^2*h;2;;;filament;2x100;;;;100;2;;25;314;;4;58;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Planktolyngbya;Planktolyngbya;;;Anagnostidis & Komárek, 1988;146677;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146677;AU;cylinder;π/4*d^2*h;1;;;filament;1.5x100;;;;100;1,5;;25;177;;4;34;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Planktolyngbya;Planktolyngbya;;;Anagnostidis & Komárek, 1988;146677;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146677;AU;cylinder;π/4*d^2*h;2;;;filament;2x100;;;;100;2;;25;314;;4;58;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Planktolyngbya;Planktolyngbya;;;Anagnostidis & Komárek, 1988;146677;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146677;AU;cylinder;π/4*d^2*h;3;;;filament;2.5x100;;;;100;2,5;;25;491;;4;88;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Planktothrix;Planktothrix agardhii;;;(Gomont) Anagnostidis & Komárek 1988;146552;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146552;AU;cylinder;π/4*d^2*h;1;;;filament;3.5x100;;;;100;3,5;;25;962;;4;166;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Planktothrix;Planktothrix agardhii;;;(Gomont) Anagnostidis & Komárek 1988;146552;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146552;AU;cylinder;π/4*d^2*h;2;;;filament;5x100;;;;100;5;;25;1963;;4;325;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Planktothrix;Planktothrix mougeotii;;;(Bory ex Gomont) Anagnostidis & Komárek 1988;619180;http://www.marinespecies.org/aphia.php?p=taxdetails&id=619180;AU;cylinder;π/4*d^2*h;1;;;filament;5x100;;;;100;5;;25;1963;;4;325;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Planktothrix;Planktothrix;;;Anagnostidis & Komárek, 1988;146551;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146551;AU;cylinder;π/4*d^2*h;1;;;filament;4x100;;;;100;4;;33;1256;;3;217;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Planktothrix;Planktothrix;;;Anagnostidis & Komárek, 1988;146551;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146551;AU;cylinder;π/4*d^2*h;2;;;filament;6x100;;;;100;6;;20;2826;;5;451;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Planktothrix;Planktothrix;;;Anagnostidis & Komárek, 1988;146551;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146551;AU;cylinder;π/4*d^2*h;3;;;filament;8x100;;;;100;8;;14;5024;;7;759;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Planktothrix;Planktothrix;;;Anagnostidis & Komárek, 1988;146551;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146551;AU;cylinder;π/4*d^2*h;4;;;filament;1.5x100;;;;100;1,5;;20;177;*;5;33;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Pseudanabaena;Pseudanabaena acicularis;;;(Nygaard) Anagnostidis et Komarek 1988;577876;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177583;AU;cylinder;π/4*d^2*h;1;;;filament;1.5x100;;;;100;1,5;;10;177;*;10;32;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Pseudanabaena;Pseudanabaena limnetica;;;(Lemmermann) Komárek 1974;177590;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177590;AU;cylinder;π/4*d^2*h;1;;;filament;1x100;;;;100;1;;20;79;;5;16;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Pseudanabaena;Pseudanabaena limnetica;;;(Lemmermann) Komárek 1974;177590;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177590;AU;cylinder;π/4*d^2*h;2;;;filament;1.5x100;;;;100;1,5;;17;177;;6;33;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Pseudanabaena;Pseudanabaena mucicola;;;(Naumann & Huber-Pestalozzi) Schwabe 1964;177592;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177592;AU;cylinder;π/4*d^2*h;1;;;filament;2x100;;;;100;2;;50;314;;2;61;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Pseudanabaena;Pseudanabaena;;;;177588;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177588;AU;cylinder;π/4*d^2*h;1;;;filament;0.5x100;;;;100;0,5;;100;20;;1;5;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Pseudanabaena;Pseudanabaena;;;;177588;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177588;AU;cylinder;π/4*d^2*h;2;;;filament;1.5x100;;;;100;1,5;;33;177;;3;34;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Pseudanabaena;Pseudanabaena;;;;177588;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177588;AU;cylinder;π/4*d^2*h;3;;;filament;2x100;;;;100;2;;25;314;;4;58;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Romeria;Romeria;;;;177595;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177595;AU;cylinder;π/4*d^2*h;1;;;filament;0.5x100;;;;100;0,5;;50;20;;2;4;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Romeria;Romeria;;;;177595;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177595;AU;cylinder;π/4*d^2*h;2;;;filament;1x100;;;;100;1;;50;79;;2;16;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Romeria;Romeria;;;;177595;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177595;AU;cylinder;π/4*d^2*h;3;;;cell;1.3-1.6x3-9;;;;6;1,5;;1;10;;2;1,9;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Romeria;Romeria;;;;177595;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177595;AU;cylinder;π/4*d^2*h;4;;;cell;1.3-1.6x3-9;;;;6;1,5;;10;99;;2;18,6;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Romeria;Romeria;;;;177595;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177595;AU;cylinder;π/4*d^2*h;5;;;cell;1x1-3;;;;2;1;;1;1,57;;2;0,3;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Spirulina;Spirulina major;;;Kützing ex Gomont 1892;177600;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177600;AU;cylinder;π/4*d^2*h;1;;;filament;1.5x100;;;;100;1,5;;50;177;;2;35;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Spirulina;Spirulina subsalsa;;;Ørsted ex Gomont 1892;146666;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146666;AU;cylinder;π/4*d^2*h;1;;;filament;1.5x100;;;;100;1,5;;50;177;;2;35;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Spirulina;Spirulina;;;;146541;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146541;AU;cylinder;π/4*d^2*h;1;;;filament;1.5x100;;;;100;1,5;;50;177;;2;35;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Spirulina;Spirulina;;;;146541;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146541;AU;cylinder;π/4*d^2*h;2;;;filament;2x100;;;;100;2;;33;314;;3;59;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Tychonema;Tychonema bourrellyi;;;(J.W.G.Lund) Anagnostidis & Komárek 1988;615642;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177618;AU;cylinder;π/4*d^2*h;1;;;filament;4-5x100;;;;100;4,5;;25;1590;;4;267;based on individual cell;;Tychonema tenue;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Achroonema;Achroonema lentum;;;Skuja 1956;249691;http://www.marinespecies.org/aphia.php?p=taxdetails&id=249691;HT;cylinder;π/4*d^2*h;1;;;filament;2x100;;;;100;2;;20;314;;5;57;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);OSCILLATORIALES;Achroonema;Achroonema proteiforme;;;Skuja 1956;648201;http://www.marinespecies.org/aphia.php?p=taxdetails&id=648201;HT;cylinder;π/4*d^2*h;1;;;filament;1-2x100;;;;100;1,5;;14;177;;7;33;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);NOSTOCALES;Anabaena;Anabaena baltica;;;J. Schmidt 1899;177635;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177635;AU;chain of spheres;π/6*d^3*l/d;1;;;filament;3x100;100;;;;3;;33;471;1;3;87;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);NOSTOCALES;Anabaena;Anabaena baltica;;;J. Schmidt 1899;177635;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177635;AU;chain of spheres;π/6*d^3*l/d;2;;;filament;6x100;100;;;;5,8;;17;1760;1;6;286;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);NOSTOCALES;Anabaena;Anabaena cylindrica;;;Lemmermann 1896;177649;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177649;AU;cylinder;π/4*d^2*h;1;;;filament;3-4x100;;;;100;3,5;;20;962;;5;164;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);NOSTOCALES;Anabaena;Anabaena cylindrica;;;Lemmermann 1896;177649;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177649;AU;cylinder;π/4*d^2*h;2;;;filament;4-5x100;;;;100;4,5;;17;1590;;6;260;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);NOSTOCALES;Anabaena;Anabaena inaequalis;;;Bornet & Flahault 1886;177659;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177659;AU;chain of spheres;π/6*d^3*l/d;1;;;filament;4x100;100;;;;4;;25;837;1;4;146;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);NOSTOCALES;Anabaena;Anabaena inaequalis;;;Bornet & Flahault 1886;177659;http://www.marinespecies.org/aphia.php?p=taxdetails&id=177659;AU;chain of spheres;π/6*d^3*l/d;2;;;filament;5x100;100;;;;5;;20;1308;1;5;219;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);NOSTOCALES;Anabaena;Anabaena oscillarioides;;;Bory ex Bornet & Flahault 1886;239061;http://www.marinespecies.org/aphia.php?p=taxdetails&id=239061;AU;chain of spheres;π/6*d^3*l/d;1;;;filament;5x100;100;;;;5;;20;1308;1;5;219;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);NOSTOCALES;Anabaena;Anabaena planctonica;;;Brunnthaler 1903;248094;http://www.marinespecies.org/aphia.php?p=taxdetails&id=248094;AU;chain of spheres;π/6*d^3*l/d;1;;;filament;10x100;100;;;;10;;10;5233;1;10;772;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);NOSTOCALES;Anabaena;Anabaena planctonica;;;Brunnthaler 1903;248094;http://www.marinespecies.org/aphia.php?p=taxdetails&id=248094;AU;chain of spheres;π/6*d^3*l/d;2;;;filament;12x100;100;;;;12;;8;7536;1;12;1075;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);NOSTOCALES;Anabaena;Anabaena torulosa;;;Lagerheim ex Bornet & Flahault 1886;146714;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146714;AU;chain of spheres;π/6*d^3*l/d;1;;;filament;4-5x100;100;;;;4,6;;22;1107;1;4,6;188;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);NOSTOCALES;Anabaena;Anabaena;;;;146585;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146585;AU;chain of spheres;π/6*d^3*l/d;1;;;filament;4-5x100;100;;;;4,5;;22;1060;1;4,5;181;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);NOSTOCALES;Anabaena;Anabaena;;;;146585;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146585;AU;chain of spheres;π/6*d^3*l/d;2;;;filament;5-7x100;100;;;;6;;17;1884;1;6;305;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);NOSTOCALES;Anabaena;Anabaena;;;;146585;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146585;AU;chain of spheres;π/6*d^3*l/d;3;;;filament;7-9x100;100;;;;8;;13;3349;1;8;514;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);NOSTOCALES;Anabaena;Anabaena;;;;146585;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146585;AU;chain of spheres;π/6*d^3*l/d;4;;;filament;9-12x100;100;;;;11;;9;6332;1;11;917;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);NOSTOCALES;Anabaena;Anabaena;;;;146585;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146585;AU;cylinder;π/4*d^2*h;5;;;filament;3-4x100;;;;100;3,5;;20;962;;5;164;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);NOSTOCALES;Anabaena;Anabaena;;;;146585;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146585;AU;cylinder;π/4*d^2*h;6;;;filament;4-5x100;;;;100;4,5;;17;1590;;6;260;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);NOSTOCALES;Anabaena;Anabaena;;;;146585;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146585;AU;spheres;π/6*d^3;7;;;cell;2-4;;;;;3;;1;14;;3;3;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);NOSTOCALES;Anabaena;Anabaena;;;;146585;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146585;AU;spheres;π/6*d^3;8;;;cell;4-6;;;;;5;;1;65;;5;13;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);NOSTOCALES;Anabaena;Anabaena;;;;146585;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146585;AU;spheres;π/6*d^3;9;;;cell;6-8;;;;;7;;1;180;;7;33;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);NOSTOCALES;Anabaenopsis;Anabaenopsis elenkinii;;;V. V. Miller 1923;345457;http://www.marinespecies.org/aphia.php?p=taxdetails&id=345457;AU;cylinder;π/4*d^2*h;1;;;filament;5.8x100;;;;100;5,8;;13;2641;;8;411;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);NOSTOCALES;Anabaenopsis;Anabaenopsis;;;;146590;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146590;AU;chain of spheres;π/6*d^3*l/d;1;;;filament;4-5x100;100;;;;4,5;;22;1060;1;4,5;181;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);NOSTOCALES;Anabaenopsis;Anabaenopsis;;;;146590;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146590;AU;chain of spheres;π/6*d^3*l/d;2;;;filament;5-6x100;100;;;;5,5;;18;1583;1;5,5;260;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);NOSTOCALES;Anabaenopsis;Anabaenopsis;;;;146590;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146590;AU;chain of spheres;π/6*d^3*l/d;3;;;filament;2x100;100;;;;2;;50;209;;2;41;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);NOSTOCALES;Aphanizomenon;Aphanizomenon flosaquae;;;Ralfs ex Bornet & Flahault 1886;609460;http://www.marinespecies.org/aphia.php?p=taxdetails&id=248099;AU;cylinder;π/4*d^2*h;1;;;filament;5x100;;;;100;5;;13;1963;;8;311;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);NOSTOCALES;Aphanizomenon;Aphanizomenon gracile;;;(Lemmermann) Lemmermann 1907;248100;http://www.marinespecies.org/aphia.php?p=taxdetails&id=609460;AU;cylinder;π/4*d^2*h;1;;;filament;2.5-3x100;;;;100;2,8;;20;615;;5;108;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);NOSTOCALES;Aphanizomenon;Aphanizomenon hungaricum;;;Komarkova-Legnerova & Matyas 1995;578448;http://www.marinespecies.org/aphia.php?p=taxdetails&id=578448;AU;cylinder;π/4*d^2*h;1;;;filament;6x100;;;;100;6;;10;2826;*;10;433;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);NOSTOCALES;Aphanizomenon;Aphanizomenon klebahnii;;;Elenkin ex Pechar 2008;625385;http://www.marinespecies.org/aphia.php?p=taxdetails&id=625385;AU;cylinder;π/4*d^2*h;1;;;filament;5x100;;;;100;5;;11;1963;;9;309;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);NOSTOCALES;Aphanizomenon;Aphanizomenon skujae;;;Komarkova-Legnerova & Cronberg 1992;592876;http://www.marinespecies.org/aphia.php?p=taxdetails&id=592876;AU;cylinder;π/4*d^2*h;1;;;filament;2x100;;;;100;2;;17;314;*;6;57;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);NOSTOCALES;Aphanizomenon;Aphanizomenon yezoense;;;M. Watanabe 1991;659901;http://www.marinespecies.org/aphia.php?p=taxdetails&id=659901;AU;cylinder;π/4*d^2*h;1;;;filament;3x100;;;;100;3;;20;707;;5;123;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);NOSTOCALES;Aphanizomenon;Aphanizomenon yezoense;;;M. Watanabe 1991;659901;http://www.marinespecies.org/aphia.php?p=taxdetails&id=659901;AU;cylinder;π/4*d^2*h;2;;;filament;4x100;;;;100;4;;20;707;;5;123;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);NOSTOCALES;Aphanizomenon;Aphanizomenon;;;;160567;http://www.marinespecies.org/aphia.php?p=taxdetails&id=160567;AU;cylinder;π/4*d^2*h;1;;;filament;4x100;;;;100;4;;11;1256;2;9;203;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);NOSTOCALES;Aphanizomenon;Aphanizomenon;;;;160567;http://www.marinespecies.org/aphia.php?p=taxdetails&id=160567;AU;cylinder;π/4*d^2*h;2;;;filament;2x100;;;;100;2;;20;314;;5;57;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);NOSTOCALES;Aphanizomenon;Aphanizomenon;;;;160567;http://www.marinespecies.org/aphia.php?p=taxdetails&id=160567;AU;cylinder;π/4*d^2*h;3;;;filament;2.5x100;;;;100;2,5;;17;491;;6;86;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);NOSTOCALES;Aphanizomenon;Aphanizomenon;;;;160567;http://www.marinespecies.org/aphia.php?p=taxdetails&id=160567;AU;cylinder;π/4*d^2*h;4;;;filament;3x100;;;;100;3;;17;707;;6;121;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);NOSTOCALES;Aphanizomenon;Aphanizomenon;;;;160567;http://www.marinespecies.org/aphia.php?p=taxdetails&id=160567;AU;cylinder;π/4*d^2*h;5;;;filament;5x100;;;;100;5;;11;1963;;9;309;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);NOSTOCALES;Cuspidothrix;Cuspidothrix issatschenkoi;;;(Usachev) P.Rajaniemi, Komárek, R.Willame, P. Hrouzek, K.Kastovská, L.Hoffmann & K.Sivonen 2005;621617;http://www.marinespecies.org/aphia.php?p=taxdetails&id=621617;AU;cylinder;π/4*d^2*h;1;;;filament;3x100;;;;100;3;;13;707;;8;119;based on individual cell;;Aphanizomenon issatschenkoi;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);NOSTOCALES;Cuspidothrix;Cuspidothrix issatschenkoi;;;(Usachev) P.Rajaniemi, Komárek, R.Willame, P. Hrouzek, K.Kastovská, L.Hoffmann & K.Sivonen 2005;621617;http://www.marinespecies.org/aphia.php?p=taxdetails&id=621617;AU;cylinder;π/4*d^2*h;2;;;filament;4.5x100;;;;100;4,5;;10;1590;;10;252;based on individual cell;;Aphanizomenon issatschenkoi;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);NOSTOCALES;Dolichospermum;Dolichospermum affine;;;(Lemmermann) P.Wacklin, L.Hoffmann & J.Komárek 2009;625363;http://www.marinespecies.org/aphia.php?p=taxdetails&id=625363;AU;chain of spheres;π/6*d^3*l/d;1;;;filament;8x100;100;;;;8,5;;12;3781;1;8,5;574;based on individual cell;;Anabaena affinis;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);NOSTOCALES;Dolichospermum;Dolichospermum crassum;;;(Lemmermann) P.Wacklin, L.Hoffmann & J.Komárek 2009 ;625368;http://www.marinespecies.org/aphia.php?p=taxdetails&id=625368;AU;chain of spheres;π/6*d^3*l/d;1;;;filament;11x100;100;;;;11;;9;6332;1;11;917;based on individual cell;;Anabaena crassa;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);NOSTOCALES;Dolichospermum;Dolichospermum flosaquae;;;(Brébisson ex Bornet & Flahault) P.Wacklin, L.Hoffmann & J.Komárek 2009 ;623803;http://www.marinespecies.org/aphia.php?p=taxdetails&id=623803;AU;chain of spheres;π/6*d^3*l/d;1;;;filament;4x100;100;;;;4;;25;837;1;4;146;based on individual cell;;Anabaena flos-aquae;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);NOSTOCALES;Dolichospermum;Dolichospermum flosaquae;;;(Brébisson ex Bornet & Flahault) P.Wacklin, L.Hoffmann & J.Komárek 2009 ;623803;http://www.marinespecies.org/aphia.php?p=taxdetails&id=623803;AU;chain of spheres;π/6*d^3*l/d;2;;;filament;5x100;100;;;;5;;20;1308;1;5;219;based on individual cell;;Anabaena flos-aquae;Species
