"Abundance";"Amplitude";"Phenology";"Diff";"Persistence"
"1";11.616767775561;13.165268525533;7;31.782036301094;11000
"2";11.2639263897711;14.5870839259663;6;31.8510103157374;11000
"3";11.2080232545214;12.5121691358082;6;29.7201923903295;11000
"4";9.43647225781935;12.6766156965734;7;29.1130879543928;11000
"5";10.1673371017364;12.8978406504719;4;27.0651777522084;11000
"6";10.8293738616175;13.1076948716976;5;28.9370687333151;11000
"7";9.95390525516397;12.4571806348473;5;27.4110858900113;11000
"8";10.4683330511228;14.0129667877905;7;31.4812998389133;11000
"9";11.6890957672938;14.0633119235461;5;30.7524076908399;11000
"10";10.2194699708503;12.8438533923367;6;29.0633233631871;11000
"11";11.2908873982779;13.0986052122562;5;29.3894926105342;11000
"12";11.4267585648667;14.1378894262294;7;32.5646479910961;11000
"13";10.312843898911;12.3571405820507;5;27.6699844809617;11000
"14";9.25249598169266;13.7303782627543;6;28.982874244447;11000
"15";11.9472174487789;12.6033554023221;5;29.5505728511011;11000
"16";9.30135945191875;12.5719464706641;5;26.8733059225828;11000
"17";10.8466950273848;12.4363479631876;6;29.2830429905724;11000
"18";10.5762383620039;13.1403947438367;7;30.7166331058407;11000
"19";11.3346289344274;13.0565411016829;6;30.3911700361102;11000
"20";9.37570991658018;13.0211724239994;7;29.3968823405796;11000
"21";10.1445462525817;12.8875914727585;6;29.0321377253402;11000
"22";12.1474251096321;13.4494185138741;6;31.5968436235062;11000
"23";11.1207199065569;13.6095473535018;3;27.7302672600587;11000
"24";15.3899865688588;17.7727496909801;5;38.1627362598389;10853
"25";9.99343754950318;13.1057831453188;6;29.099220694822;11000
"26";10.452023099537;12.3089020619803;5;27.7609251615174;11000
"27";10.7966024606781;13.0670370851185;5;28.8636395457966;11000
"28";10.4609199752159;12.2842711725723;5;27.7451911477882;11000
"29";9.6070565331263;12.3438851756518;7;28.9509417087781;11000
"30";9.36774461156744;12.9356450807721;6;28.3033896923395;11000
"31";10.2623064582581;13.4581698053913;6;29.7204762636494;11000
"32";11.4408625881536;14.2932364812987;5;30.7340990694523;11000
"33";11.1004797765561;12.999324854445;6;30.0998046310011;11000
"34";10.6208183330771;12.7445565131217;8;31.3653748461988;11000
"35";10.119511073216;12.769140008789;7;29.8886510820051;11000
"36";11.5772789577626;13.83023804734;5;30.4075170051026;11000
"37";10.1297208885658;12.6069002927475;5;27.7366211813134;11000
"38";10.7961190228788;12.6194879015846;5;28.4156069244634;11000
"39";11.6208866778456;13.3449300116997;4;28.9658166895453;11000
"40";9.48585536720059;12.734203847101;6;28.2200592143016;11000
"41";11.7423805325679;12.7680187404823;5;29.5103992730502;11000
"42";10.4161936086857;12.5937588959749;6;29.0099525046606;11000
"43";12.030529928079;12.876427791151;6;30.90695771923;11000
"44";10.3971883358418;12.6402286209933;7;30.0374169568351;11000
"45";11.8192382876302;12.8735461862924;5;29.6927844739226;11000
"46";13.186039595025;14.6025609065859;4;31.7886005016109;11000
"47";10.7653367203302;13.6417471885734;4;28.4070839089036;11000
"48";11.0571203424847;13.4389610359827;5;29.4960813784674;11000
"49";11.8555296795428;12.8351600871565;7;31.6906897666994;11000
"50";10.6434368202575;12.7380741053001;7;30.3815109255576;11000
"51";10.49528891433;12.8489189193238;6;29.3442078336538;11000
"52";9.74461422735369;12.3390011150407;5;27.0836153423943;11000
"53";10.1758977359167;13.158986416327;5;28.3348841522437;11000
"54";10.7379987448112;14.2561163292506;5;29.9941150740618;11000
"55";10.3755630851133;12.6656008941621;6;29.0411639792755;11000
"56";9.96021202110494;12.8995989892876;5;27.8598110103926;11000
"57";10.7209432607344;13.0786864824434;7;30.7996297431779;11000
"58";9.84549128203692;13.8071001818691;7;30.652591463906;11000
"59";11.2921146716107;14.1018984322067;4;29.3940131038174;11000
"60";10.2535915377439;12.7373372990961;7;29.9909288368401;11000
"61";10.9073745384826;13.5843281557056;5;29.4917026941882;11000
"62";10.5596930626855;12.9286708017923;8;31.4883638644778;11000
"63";11.8406553827414;14.0670447656909;6;31.9077001484323;11000
"64";10.5164337833644;13.0753622764497;5;28.5917960598141;11000
"65";11.6316927153253;12.8617290528221;4;28.4934217681474;11000
"66";12.1540137575882;14.3783429730494;3;29.5323567306376;11000
"67";10.2628849558231;12.660090270857;7;29.9229752266801;11000
"68";10.4592646022268;12.2200195971619;6;28.6792841993887;11000
"69";12.3699690278564;13.6212911857361;4;29.9912602135925;11000
"70";10.8630199309991;12.7007014791672;7;30.5637214101663;11000
"71";10.0796276981708;12.7522861641908;5;27.8319138623617;11000
"72";9.438571199508;12.5929182322383;6;28.0314894317463;11000
"73";10.311708474999;12.6168151133437;7;29.9285235883427;11000
"74";11.0999788025934;13.4033288371108;4;28.5033076397042;11000
"75";14.5740741957189;17.6797647640445;5;37.2538389597635;10985
"76";9.84604216442396;11.9480372558535;6;27.7940794202775;11000
"77";9.38428379894879;12.6566372194813;5;27.0409210184301;11000
"78";11.696644266567;13.8234353719563;4;29.5200796385233;11000
"79";11.0594305729737;12.8303190941371;5;28.8897496671108;11000
"80";9.98878925060057;12.4540654810996;6;28.4428547317002;11000
"81";11.2680209157267;12.5565851492144;7;30.8246060649411;11000
"82";10.478215671422;12.7316277105002;6;29.2098433819222;11000
"83";10.7493341050788;13.3582845000417;5;29.1076186051206;11000
"84";10.0590483304053;14.4720928259879;7;31.5311411563933;11000
"85";10.9498021912685;13.7795961654265;5;29.729398356695;11000
"86";11.1519109544843;13.9891757520946;4;29.1410867065789;11000
"87";10.5713345267128;12.9255192662273;6;29.4968537929402;11000
"88";12.9783543480434;13.6683898784576;6;32.646744226501;11000
"89";10.2772840037005;12.412763782875;5;27.6900477865755;11000
"90";11.9417015421447;13.6234665829621;7;32.5651681251069;11000
"91";12.2185947040603;13.7146877719669;5;30.9332824760272;11000
"92";10.997046572854;12.2821269920466;6;29.2791735649007;11000
"93";12.1005262917037;14.1674945849202;4;30.2680208766239;11000
"94";11.9574993246093;12.8362737300003;7;31.7937730546097;11000
"95";12.1907722623813;15.2020986862046;6;33.392870948586;11000
"96";10.3575273019271;12.9652247234706;7;30.3227520253977;11000
"97";10.6369599372216;12.3441876976113;6;28.9811476348329;11000
"98";9.97323132651035;13.7643435668373;5;28.7375748933476;11000
"99";11.2851062032749;12.8608282592344;7;31.1459344625093;11000
"100";10.8829422181592;13.0201985780607;4;27.9031407962199;11000
"101";11.6834415689531;14.2427332234168;3;28.92617479237;11000
