"CHA";"DIT";"GUI";"LEP";"SKE";"THP";"NIT";"PLE";"PSE";"PRO";"PRP"
"CHA";2.4535465947881e-05;-5.1355653688251e-05;-4.7912093528335e-06;2.02826946109218e-07;-1.73419103942187e-06;-5.50839582325567e-06;0;0;0;0;0
"DIT";4.5259263669862e-06;0.00214082501296304;-2.34206192275929e-05;3.4254856201547e-06;-1.2407838368004e-06;-4.68693902253523e-05;0;0;0;0;0
"GUI";-5.77437366941707e-07;-7.68570936707166e-05;8.77712239041555e-05;3.80447936702073e-07;-3.41702938343605e-06;-3.34872312612291e-07;0;0;0;0;0
"LEP";-1.63288680606454e-06;-3.9623196110514e-05;-6.99657307530875e-06;1.89979068882022e-05;-1.52582013483467e-06;-8.53355240419434e-07;0;0;0;0;0
"SKE";2.00715963226812e-07;-4.22899500443832e-05;1.54559381800991e-05;8.97925025198194e-07;6.54842730183231e-06;-1.32012491567187e-05;0;0;0;0;0
"THP";5.87950470689307e-07;-5.92226837243867e-05;9.09132359530695e-06;-8.01818269407516e-07;-2.01398634689521e-06;3.39681793925929e-05;0;0;0;0;0
"NIT";0;0;0;0;0;0;0.000233657326738339;-1.83748066138022e-05;5.49451499479598e-06;0;0
"PLE";0;0;0;0;0;0;-2.9869134767649e-06;0.00127520142474104;-3.97679854482869e-06;0;0
"PSE";0;0;0;0;0;0;-3.43981504711094e-05;6.62530685939673e-05;5.15439233752512e-05;0;0
"PRO";0;0;0;0;0;0;0;0;0;0.000157971355189065;-5.56058108813657e-05
"PRP";0;0;0;0;0;0;0;0;0;-3.20420369706964e-05;0.000200342301018824
