"CHD";"CHS";"THA";"SKE";"GYR";"PSZ";"NIT";"NAV";"GYM";"PRP"
"1";1e+06;1e+06;1e+06;1e+06;1e+06;1e+06;1e+06;1e+06;1e+06;1e+06
"2";3.38007779355125;3.33496249296182;3.58985318228853;3.49965821329853;3.73069875833532;3.93329034020653;3.98520941097408;4.14506334190252;4.21663699370065;3.56169109418624
"3";1.80740763705319;1.81298467576502;2.80140408188795;3.06633727475431;3.366786316686;2.23507833647492;3.58667861159178;3.71817792294995;3.79232550867394;3.16239659696105
"4";1.46397668292163;1.48667257471614;2.73597852678775;3.042966589696;3.34429804497062;1.75715804168793;3.5614027911843;3.69327501986855;3.76536811897428;3.138982674138
"5";1.30795692911626;1.34362903448392;2.72646814216734;3.04145429063426;3.34265498349848;1.53704998351856;3.559650447671;3.69167886192212;3.76349415102016;3.13744601810284
"6";1.24272727156082;1.28594115735184;2.72492827164255;3.04134967093984;3.34238891866588;1.42091511057119;3.55950661141611;3.69155675095341;3.76333925092711;3.13732367960596
"7";1.2092344381376;1.25770373079642;2.7242659446967;3.04133416153162;3.34221389449612;1.35354121643043;3.55947334186191;3.69152829729026;3.76330279029491;3.13729313795461
"8";1.19322747917002;1.2448163067061;2.72371824636465;3.04132432354523;3.34204450619325;1.31271152456547;3.55944766757752;3.69150579299223;3.7632744843399;3.13726855405443
"9";1.1849113907325;1.23846674011135;2.7231838550032;3.04131484584514;3.34187507804375;1.28720312131226;3.55942250720726;3.6914836632267;3.76324673119161;3.13724435369452
"10";1.18076017804194;1.2354546137378;2.72265094705209;3.04130539077022;3.34170523187627;1.27099015222906;3.55939737374086;3.69146155363403;3.76321900682977;3.13722017487769
"11";1.17860694365797;1.23397549339139;2.72211802563359;3.04129593684673;3.34153494156618;1.26056506715623;3.55937223368163;3.69143944168858;3.76319127512845;3.13719599409407
"12";1.17750985709075;1.23326074584863;2.72158491054624;3.04128648270909;3.3413642043855;1.25381346569902;3.55934708472304;3.69141732595795;3.76316353359425;3.13717180981642
"13";1.17693789318347;1.232907856485;2.72105157949892;3.04127702827045;3.34119301915974;1.24942011625095;3.55932192670371;3.69139520635053;3.76313578205227;3.13714762194515
"14";1.17663927926164;1.2327328784802;2.72051802989823;3.04126757352529;3.34102138481586;1.24655260581939;3.55929675960977;3.69137308285997;3.76310802048741;3.13712343047342
"15";1.17647871980685;1.23264322023266;2.71998426155151;3.04125811847324;3.34084930028576;1.24467724938465;3.55927158343752;3.69135095548533;3.76308024889558;3.13709923540042
"16";1.17638942700328;1.232595206101;2.71945027456359;3.04124866311429;3.34067676449984;1.24344916613075;3.55924639818394;3.691328824226;3.76305246727349;3.13707503672569
"17";1.1763363846623;1.23256727891495;2.71891606907606;3.04123920744841;3.34050377638659;1.24264426381493;3.55922120384608;3.69130668908143;3.76302467561785;3.13705083444885
"18";1.17630197619662;1.23254912106637;2.71838164523532;3.04122975147562;3.34033033487258;1.24211642494397;3.55919600042095;3.69128455005102;3.76299687392541;3.13702662856947
