"CHD";"CHS";"THA";"SKE";"GYR";"PSZ";"NIT";"NAV";"GYM";"PRP"
"1";1e+06;1e+06;1e+06;1e+06;1e+06;1e+06;1e+06;1e+06;1e+06;1e+06
"2";3.05825035303413;3.12297215173275;11.65122012514;31.54022789146;121.488465990392;3.33728929757026;124.149450568038;81.8267155549973;126.289962681345;49.1067223300546
"3";2.08229520656669;2.1617649171968;10.7657762139851;30.8159766500912;120.545892921744;2.07484018814068;123.466415830663;81.0867922783699;125.567728192382;48.4464833266398
"4";1.7239522852352;1.81823490853838;10.6237405682426;30.755016688745;120.167840744135;1.64849298091895;123.374202577269;81.0198654559601;125.471598218896;48.3887294894343
"5";1.59389930576926;1.6972823557143;10.6003682745586;30.750156581004;119.829397402245;1.45482416671188;123.323613335872;81.0008041535993;125.419802193181;48.3771558555811
"6";1.52853377649729;1.63907963629101;10.5885347857268;30.748627005109;119.494464927742;1.3499647881885;123.275886879941;80.9847608308732;125.371061372105;48.368531310193
"7";1.49848209501519;1.61344543652257;10.5783317082832;30.7473124982243;119.160657471803;1.28908480327497;123.228374670021;80.9689123219467;125.322548961858;48.3600998403197
"8";1.4828596300639;1.60078706271116;10.5683216107907;30.7460116752742;118.827814035247;1.2519684690928;123.180894625614;80.9530791964439;125.274070177596;48.351682343152
"9";1.47516434049246;1.59485287265245;10.5583457803836;30.744711778554;118.495921379829;1.22874699595091;123.133434218197;80.9372500490578;125.225611585871;48.3432671888621
"10";1.4711610005046;1.59192886960936;10.5483834318686;30.7434119961052;118.164976091972;1.21396069550575;123.085992579273;80.9214241542196;125.177172253598;48.3348536219411
"11";1.46913081721486;1.59052157144654;10.5384321061332;30.7421122763018;117.834975418197;1.20444548956285;123.03856964224;80.9056014651998;125.12875210937;48.3264415930613
"12";1.46806933919004;1.58982460849047;10.5284914831536;30.7408126158581;117.505916656111;1.19827908109532;122.991165395645;80.8897819784193;125.080351141183;48.3180310987559
"13";1.46751528899428;1.58947887687917;10.5185615137976;30.7395130145626;117.177797113908;1.19426505277759;122.943779831833;80.8739656930422;125.03196934113;48.3096221385369
"14";1.46721605974161;1.58930078634902;10.5086421815858;30.7382134723992;116.850614107658;1.19164443064131;122.896412943414;80.8581526084069;124.983606701587;48.3012147121094
"15";1.46704880537693;1.58920475339993;10.498733474113;30.7369139893645;116.524364961106;1.18993026136158;122.849064723016;80.8423427238632;124.935263214956;48.2928088191914
"16";1.46694850474513;1.58914821545272;10.488835379483;30.7356145654556;116.199047005639;1.18880760813187;122.801735163273;80.8265360387616;124.886938873642;48.2844044595017
"17";1.46688267699573;1.58911091251224;10.4789478858746;30.7343152006698;115.87465758026;1.18807175411212;122.754424256822;80.8107325524527;124.838633670051;48.2760016327591
"18";1.46683442126391;1.58908290310466;10.4690709814867;30.7330158950045;115.551194031571;1.18758917306292;122.707131996301;80.7949322642874;124.790347596596;48.2676003386825
"19";1.4667951867294;1.58905940899934;10.4592046545328;30.7317166484568;115.228653713749;1.1872725801664;122.659858374353;80.7791351736167;124.74208064569;48.259200576991
"20";1.46676056128619;1.5890381005209;10.4493488932394;30.7304174610241;114.907033988524;1.18706483445734;122.612603383623;80.7633412797917;124.69383280975;48.2508023474036
"21";1.46672829904235;1.58901785285974;10.4395036858461;30.7291183327036;114.586332225155;1.18692849280961;122.56536701676;80.7475505821636;124.645604081195;48.2424056496394
"22";1.46669724586797;1.5889981192649;10.4296690206058;30.7278192634926;114.266545800417;1.18683900413707;122.518149266413;80.7317630800838;124.597394452449;48.2340104834174
"23";1.46666681255062;1.58897863519145;10.4198448857844;30.7265202533885;113.947672098568;1.18678026387973;122.470950125238;80.7159787729037;124.549203915938;48.225616848457
"24";1.46663669689876;1.58895927223198;10.4100312696608;30.7252213023884;113.629708511338;1.18674170519867;122.423769585891;80.7001976599751;124.50103246409;48.2172247444773
"25";1.46660674441603;1.58893996819384;10.4002281605271;30.7239224104897;113.3126524379;1.18671639353632;122.376607641031;80.6844197406497;124.452880089337;48.2088341711976
"26";1.46657687593994;1.58892069290948;10.3904355466884;30.7226235776896;112.996501284853;1.18669977751051;122.329464283322;80.6686450142793;124.404746784115;48.2004451283373
"27";1.46654705097007;1.58890143176052;10.3806534164628;30.7213248039855;112.6812524662;1.18668886966713;122.282339505428;80.652873480216;124.356632540861;48.1920576156158
"28";1.4665172487636;1.58888217765822;10.3708817581815;30.7200260893746;112.366903403325;1.18668170899031;122.235233300018;80.637105137812;124.308537352016;48.1836716327525
"29";1.46648745870453;1.58886292716679;10.3611205601886;30.7187274338541;112.053451524977;1.18667700819313;122.188145659763;80.6213399864195;124.260461210024;48.1752871794669
"30";1.46645767535683;1.58884367862036;10.3513698108414;30.7174288374215;111.74089426724;1.1866739222321;122.141076577338;80.6055780253909;124.212404107331;48.1669042554785
"31";1.46642789593787;1.5888244312114;10.3416294985099;30.7161303000739;111.429229073521;1.18667189636788;122.094026045418;80.5898192540788;124.164366036388;48.158522860507
"32";1.46639811902287;1.5888051845484;10.3318996115773;30.7148318218086;111.118453394526;1.18667056643147;122.046994056685;80.574063671836;124.116346989648;48.1501429942721
"33";1.46636834388244;1.58878593844157;10.3221801384396;30.713533402623;110.808564688236;1.18666969335591;121.999980603821;80.5583112780151;124.068346959566;48.1417646564933
"34";1.46633857014311;1.58876669279889;10.3124710675059;30.7122350425142;110.49956041989;1.18666912019962;121.952985679512;80.5425620719691;124.020365938602;48.1333878468905
