"CHD";"CHS";"THA";"SKE";"GYR";"PSZ";"NIT";"NAV";"GYM";"PRP"
"1";1e+06;1e+06;1e+06;1e+06;1e+06;1e+06;1e+06;1e+06;1e+06;1e+06
"2";2.09156440331711;2.36882776271157;2.7490368506576;2.95957856647903;4.0259257211654;2.01580911035987;2.70057280815215;4.14355542119686;2.17324883162073;2.83455358447612
"3";0.668338501302491;0.717831542699973;4.31650261763917;1.99510602797875;4.44223628066875;0.727406419103333;2.60103770470689;1.58320068499004;2.39081758877971;3.36579838712375
"4";0.442445679320498;0.417422660564845;3.87310162754524;1.91245377148097;3.46511916061099;0.260903110128828;2.44901445724063;1.89373399392908;2.00022582097294;3.09036801487308
"5";0.345084033179583;0.296850565358434;2.88946557574381;1.99353000342072;3.39661468241475;0.0901780321287904;2.42923470731178;2.92729813492798;1.93934497113895;3.05724666451614
"6";0.288110124716325;0.246181884344479;4.37507251015585;1.89719127116249;3.92097589099212;0.0490367145796706;2.48725996544696;1.61530261093993;2.1349412758849;3.18258287867813
"7";0.275702056542161;0.22414331572844;4.37693626275016;1.88787699991139;3.62797539111351;0.0242880306960121;2.45445055485212;1.63253292989742;2.04518260264846;3.11525882660797
"8";0.27169302579394;0.214336687741579;3.98078498340061;1.89265218523053;3.49164203915761;0.0107522796047578;2.43480723623109;1.90434974178072;1.97760377894282;3.07405049284625
"9";0.327186440294317;0.244029140434008;3.35765379221289;1.8855682920131;10.825529073605;0.0131882060707638;6.06663643854935;1.42256579214533;5.98014322318585;8.43682300301374
"10";0.282142723899608;0.220704614356406;3.37518718572916;1.91407028378233;3.48396558178117;0.00439775239295061;2.60588088866721;2.13314738747956;2.08476617235598;3.16161651840817
"11";0.263615208128637;0.212898745251652;3.5777580791868;1.90429413493708;3.49585502905377;0.00180293798525038;2.44145943604435;2.16747600341776;1.96388182976132;3.06379419412962
"12";0.255374408022874;0.20874949991345;2.0664972887767;2.49002258745144;3.44509182562141;0.000645123403462825;2.43002188081156;3.7925088256641;1.93382168494035;3.05244773965079
"13";0.233342068835424;0.203108970308284;4.05404109154027;1.93272216029712;3.92289952200876;0.000329070910076998;2.47762123685942;1.71451433487541;2.08769709849166;3.14483768225612
"14";0.243861952182946;0.204769602731691;5.07285418318031;1.88908116364773;6.60559138324812;0.000329274773489164;3.26560358900643;1.40452384747339;3.5169883539903;4.5877533149641
"15";0.26135762422753;0.205284408204709;1.89840341809856;3.11125293948163;3.4504340763621;0.000109915302256399;2.50093356852074;3.56404979920296;2.01576207895888;3.11406277067231
"16";0.230994819911805;0.198106144881258;3.93575657384592;1.96807197224396;3.87724015367147;5.49183013077738e-05;2.47169544383474;1.72761017039793;2.07408324040619;3.13182040414171
"17";0.237665692214166;0.200876505444318;2.95850331126705;1.97829990737648;3.46275864595208;2.07339332636801e-05;2.4307812648979;2.81293311470301;1.94536855747697;3.05621445679449
"18";0.281234414441416;0.228656039561998;3.46805054431191;1.8937071037941;10.8031005330951;2.44473150244545e-05;5.73948626868551;1.49541532620651;5.77034111927223;8.02617034620891
"19";0.303987307167994;0.238812137730443;3.64729384863502;1.88650287487541;10.5954786462202;2.46058701123013e-05;5.99980286932804;1.31120802180892;6.09079672541761;8.14115280393286
"20";0.275725060660424;0.219793929956718;4.94166056384612;1.88582896684815;5.68541715211173;1.8363087785455e-05;3.09795651605057;1.29502194058342;3.189633218344;4.10646952302365
"21";0.356074659629608;0.255510127397441;3.20568607539357;1.88405807848326;11.271330756547;2.1611319911616e-05;6.49277783709258;1.34153782896281;6.36282021804979;8.89966740601989
"22";0.294832176731595;0.225407702763367;3.88919968667378;1.89154756815548;3.62814009616911;8.146693309087e-06;2.61291689380238;1.68437377467618;2.12936268929451;3.1776203047879
"23";0.300638405614131;0.228296622106912;4.34817050602322;1.88582831351295;9.63957007333816;9.64698792843227e-06;4.84203858794596;1.40265981453899;5.16355136207594;6.88872600713904
"24";0.281789427955032;0.21525542298135;4.61894935608801;1.88520305806351;3.93442874900139;4.72753431529846e-06;2.61706402935647;1.43393339454032;2.25366847304322;3.26358731278167
"25";0.280558191936419;0.211797221125661;5.20343043039395;1.88421894171655;6.81192828238102;4.82890026009484e-06;3.31047158622333;1.37640556525228;3.59840709237972;4.66223054749835
"26";0.283605136014065;0.208767426175414;5.08260860965709;1.88342140412062;4.66111130431808;3.3206182730114e-06;2.68816477149962;1.36598055013007;2.56479639450439;3.52366085032983
"27";0.284878715613026;0.207570546123257;5.10691160700008;1.88339700995024;4.85089832869456;2.54033081908384e-06;2.67674735765863;1.37872838597786;2.60504991650411;3.56918393082434
"28";0.301310973112766;0.213956736872251;4.93245518680245;1.88333734643698;8.91289516934783;2.88452343640218e-06;4.34795629130379;1.36457615536624;4.78095617086394;6.22005034285427
"29";0.29118537260853;0.20937499239857;4.02988755186604;1.89161498170226;3.61933702391734;1.11364408459091e-06;2.55620410202497;1.81310960604468;2.08992582352494;3.15569561354631
"30";0.276556087344367;0.207890113823185;4.99839045646535;1.88526709647732;5.48746497831831;9.65157415082329e-07;2.81792859721503;1.4243702045708;2.85860669110352;3.83752667040848
"31";0.284314904812838;0.209580620071905;5.21649493807071;1.88367002920159;7.71467281617883;1.00857787803727e-06;3.70333592388174;1.36524174668171;4.10541232006548;5.25864601855729
"32";0.286544880090485;0.207819153880516;5.17912688777919;1.88327110286763;5.3089633672551;7.64648926589939e-07;2.86974485305049;1.34335208022082;2.8927038617137;3.82917707500217
