"CHA";"DIT";"GUI";"LEP";"SKE";"THP";"NIT";"PLE";"PSE";"PRO";"PRP"
"1";11657.6559486353;218.46216290416;1710.52424592235;7943.50199532036;8632.78732840534;2261.70668126554;992.911530776269;289.585276622664;2653.05064133868;1655.59606061485;397.522411417001
"2";7887.47514975352;570.127851756235;2057.74038034852;8707.00131459824;17895.8110587208;2783.00859047594;1597.28507198002;324.073557438422;5319.63392337331;526.046729448928;546.679082927605
"3";25037.8953295861;2117.62438156692;16701.1124600441;6738.29352471007;407516.625020428;8424.719468621;3047.07693376839;360.561953970325;35325.532955328;379.070511999094;1264.34750242153
"4";22448.0619189952;959.665806136569;4055.97051565541;21748.9954113722;60731.3706938058;10551.5840004453;3975.22521953237;405.057469139257;49438.2810119703;464.877398441481;3126.03369957101
"5";44237.9527063962;625.285916389055;10184.9264770818;47089.8308954568;12410.6005328672;4545.02715076097;2088.81826969226;423.421586071246;36525.5260253195;1622.51190826497;2454.84300750566
"6";39011.098072488;241.509235270646;6586.28191364254;71331.4211946304;2893.85936183772;3050.68701888079;2160.32497447243;651.593555451558;21431.5116107753;2869.77496951314;2576.51543393147
"7";144144.468826164;561.346371971158;8266.92080613189;151226.254108941;1813.81210069973;6982.69087776694;2893.94718905181;1271.6099489161;19517.6341051248;5151.53009538004;1991.01628587594
"8";50416.0580459963;295.464799246616;6506.13448037175;97471.3758407919;10699.6206744765;6405.2878619977;3350.65344233719;392.556088872111;11767.7739920135;3851.72658592641;2302.41715147595
"9";33151.1844089766;502.399078062382;7140.25476548875;25028.9974561914;66822.7863279684;12678.5630459191;3368.79266126611;245.215931384304;5332.05288789019;1294.10400741927;2183.64801538286
"10";53820.4332044085;492.722866673409;6495.76809871264;37033.7874620997;30691.1072857242;9206.57615541144;1679.38663809234;251.675788731027;11193.5465171754;1093.03618909112;871.054067588194
"11";7129.66623716466;427.484206428645;2101.38689591151;12892.957475194;15031.3579758888;4534.10782593077;1357.35643467178;417.496232034131;4842.98439345284;1146.3101518841;402.999140377823
"12";27423.5522501641;242.993915708907;1665.37567540866;6161.30907302551;3020.8664637127;2551.10961642396;900.128463460677;338.642114698103;3612.20604687919;3251.94253502574;434.010382529332
