"CHA";"DIT";"GUI";"LEP";"SKE";"THP";"NIT";"PLE";"PSE";"PRO";"PRP"
"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2";0.983985987771911;1.62469209987724;1.01984738588417;0.951810762132834;0.982764078852228;1.02133424294573;1.19503699589172;1.96350457252238;1.04082562610747;1.14605282391861;1.28547299250582
"3";0.988966449186395;1.33923895294171;1.16679448443048;0.952347078182925;0.998661155183331;1.1360091793686;1.50035079154001;2.31183590916637;1.04689501172924;1.2892555581242;1.667647700044
"4";0.995647457330824;1.11136224481888;1.48245936659872;0.920988142964569;1.02490319655565;1.35949020408591;2.00975593318758;2.50604327787863;1.07886904062902;1.56508059623125;2.20072809170304
"5";1.04732036429589;1.45115541659733;1.56387232788872;0.85194928803461;0.994075413554507;1.58228518347095;2.35002399561617;2.30456011911967;1.21510470918824;1.30586525973212;2.1790243765801
"6";1.18125339284597;1.9594221039879;1.65152367574824;0.742077638790796;0.962017761958165;1.83662048596842;2.57447697406104;2.19680476698879;1.56029042359921;1.20829740265615;2.21220864243088
"7";1.46847865109161;1.9636032294764;2.0446999461564;0.601200546290049;0.990849295853067;2.1770325876814;2.80444849459422;2.21363274908214;2.13348812647581;1.26047356866592;2.47984460596398
"8";1.79282014883707;2.45215213613698;1.6555464170846;0.514598057095877;0.942590039766775;2.15988701083812;2.6385784374821;2.20141613034768;2.17053355007557;1.1997439732263;2.09280734820736
"9";1.96214841263644;2.44953408503632;1.50788053600786;0.473950573265219;0.97853700245225;2.17497081332248;2.55213693179858;2.20138406487574;2.13204154288035;1.14746219326609;1.93094968979228
"10";2.54713762288484;1.49926163120612;1.30547811261823;0.592971949013891;0.99807741184866;2.1491384721962;2.26377172252546;2.8009079930875;1.48059095835336;1.57405535505452;1.46407430011893
"11";2.42231394870167;1.32038172126912;1.94409020852925;0.636432511497766;1.06954345017331;2.39610101977957;2.68633627059334;2.46316233722703;1.96599945726221;1.61520864846743;1.93348000009606
"12";2.23073336539071;1.98670906647739;1.75349255542758;0.708532833256391;1.13054807846296;2.24520733503327;2.6683260672704;2.24941060376166;2.19200425844085;1.31173212321107;2.02696898399119
"13";2.40560248537409;1.19685488096973;2.51865164089523;0.73726856725108;1.21727768682315;2.54608629766167;2.88304544743307;2.43008528909934;2.66352842194723;1.6154208121418;2.49701280783389
"14";2.27695740154662;2.12428115549907;2.02315450971606;0.782700906135042;1.25799285797965;2.29457656470987;2.72118236011032;2.38455478811893;2.57054906082301;1.34975664930942;2.37412927767398
"15";2.73276059863349;1.52523800906576;2.20815312089382;1.76762267806747;1.27851641260978;2.40545284885333;2.56237206435314;3.05270012522486;1.84435565918342;2.19270990552867;2.05441992604067
"16";2.50529436548942;1.15140642846819;2.63439804165702;0.99891366615886;1.24090154467261;2.55858116475123;2.84548173142391;2.51716529332882;2.35296237118454;1.96896626409074;2.50978963338594
"17";2.73657551639109;1.20601037862677;2.70323951998376;1.46456794375473;1.25725815643112;2.51992176562939;2.76678838780607;2.91117400843681;2.08453425290895;2.7128740375349;2.43696502542052
"18";2.97941196530776;1.7048897601966;1.76900841804494;2.9163466518514;1.16904943961342;2.20830578466516;2.49529179675949;3.04957152406386;1.51633512457758;3.2177952734485;1.67243994546532
"19";2.81049095002763;1.20029678800212;2.16565520077567;2.0789372927754;1.16141867771298;2.41266212472894;2.66852140180041;2.92009314629544;1.55031003064232;3.18375678489468;1.92576825282863
"20";2.78898726378309;1.0661949826313;2.40694846719895;1.90730534253937;1.18360069684167;2.46503675933724;2.75477162670704;2.88051094708133;1.62598843547967;3.17024545888552;2.11877329362509
