"Abundance";"Amplitude";"Phenology";"diff_sum";"persistence_coast";"persistence_ocean";"compare_ranks"
"1";0.405116377536194;1.44504342633258;0.738548945875996;2.58870874974477;11;11;276
"2";0.414307480297279;1.32054301669398;0.797724035217466;2.53257453220872;11;11;516.5
"3";0.414690710061959;1.49644932880681;0.603022689155527;2.5141627280243;11;11;322
"4";0.399530210248676;1.50534716972686;0.738548945875996;2.64342632585153;11;11;570.5
"5";0.46561543448245;1.50721205566648;0.674199862463242;2.64702735261217;11;11;578
"6";0.322844308624208;1.45246182898103;0.797724035217466;2.57303017282271;11;11;280
"7";0.348230853121774;1.5127784059369;0.738548945875996;2.59955820493467;11;11;366
"8";0.313438630528259;1.48350452153342;0.738548945875996;2.53549209793768;11;11;126.5
"9";0.409980302943259;1.38967916054942;0.738548945875996;2.53820840936868;11;11;215.5
"10";0.352957988499216;1.48921861500892;0.797724035217466;2.63990063872561;11;11;597.5
"11";0.451808358911738;1.47396671806684;0.738548945875996;2.66432402285457;11;11;588.5
"12";0.496605732894475;1.55406034927792;0.738548945875996;2.78921502804839;11;11;906
"13";0.409149145793419;1.50123850338573;0.738548945875996;2.64893659505515;11;11;585
"14";0.372189711242373;1.45606702592881;0.738548945875996;2.56680568304718;11;11;190
"15";0.359226359007353;1.54561801467275;0.797724035217466;2.70256840889757;11;11;827
"16";0.319592601572096;1.52341748144256;0.738548945875996;2.58155902889065;11;11;314.5
"17";0.340447498066364;1.50064083296244;0.797724035217466;2.63881236624627;11;11;597.5
"18";0.438527697702397;1.42664053853585;0.674199862463242;2.53936809870149;11;11;160
"19";0.442805896857832;1.502612459919;0.797724035217466;2.74314239199429;11;11;913
"20";0.321098218823592;1.49925095959938;0.797724035217466;2.61807321364043;11;11;521.5
"21";0.365895579405053;1.5315381425996;0.738548945875996;2.63598266788065;11;11;532
"22";0.530837227438319;1.4531925866331;0.738548945875996;2.72257875994742;11;11;575
"23";0.412064566734749;1.45768716599662;0.738548945875996;2.60830067860737;11;11;360
"24";0.381625421504078;1.45712534500841;0.797724035217466;2.63647480172996;11;11;548.5
"25";0.356001665756259;1.46930981886968;0.738548945875996;2.56386043050193;11;11;186
"26";0.418363286493546;1.55365306095668;0.797724035217466;2.76974038266769;11;11;950.5
"27";0.436590188294256;1.43694803309841;0.674199862463242;2.5477380838559;11;11;171
"28";0.279923286462733;1.53322584265335;0.797724035217466;2.61087316433355;11;11;620
"29";0.334829917700358;1.53456327357085;0.797724035217466;2.66711722648867;11;11;731
"30";0.416169059508761;1.46363212526692;0.797724035217466;2.67752521999315;11;11;726
"31";0.388549936013372;1.47116894562658;0.738548945875996;2.59826782751595;11;11;316.5
"32";0.344792677215027;1.49737314623598;0.738548945875996;2.580714769327;11;11;272
"33";0.387280567757304;1.44970029978539;0.797724035217466;2.63470490276016;11;11;534
"34";0.333937261129862;1.46329587101646;0.738548945875996;2.53578207802232;11;11;94
"35";0.443883382668884;1.50561510134108;0.738548945875996;2.68804742988596;11;11;734
"36";0.430758442443843;1.44217323700407;0.738548945875996;2.61148062532391;11;11;378.5
"37";0.367909997476466;1.4866284700013;0.738548945875996;2.59308741335376;11;11;312
"38";0.380714368227824;1.57195214974926;0.797724035217466;2.75039055319455;11;11;900
"39";0.411901924984119;1.48573150691289;0.738548945875996;2.636182377773;11;11;514
"40";0.338630219042884;1.52455472462431;0.738548945875996;2.60173388954319;11;11;385.5
"41";0.456598790613519;1.36821982364209;0.738548945875996;2.56336756013161;11;11;334
"42";0.334919386274576;1.53004482462162;0.738548945875996;2.6035131567722;11;11;398.5
