"CHA";"DIT";"GUI";"LEP";"SKE";"THP";"NIT";"PLE";"PSE";"PRO";"PRP"
"CHA";53308341.3689509;10915017.4223047;23930808.9667781;1319026926.80243;132231701.278681;185022636.428609;0;0;0;0;0
"DIT";525435372.819847;555412.467995494;10770276.0623987;171822425.414701;248473030.485812;9785279.06518222;0;0;0;0;0
"GUI";110312604.454942;2983654.73546873;6705788.31304522;1562685441.67111;149132155.938069;760870546.269291;0;0;0;0;0
"LEP";156039278.706564;3215218.66531314;65550671.4549332;17211698.6636059;150289687.656957;149289807.667051;0;0;0;0;0
"SKE";1629099366.79764;6627435.76373125;38080848.9669042;331052390.408051;45394140.042739;10615432.0717411;0;0;0;0;0
"THP";2224583633.48615;1936040.52589203;58854841.2328583;314593149.417621;139163767.322766;8751138.01547728;0;0;0;0;0
"NIT";0;0;0;0;0;0;2544411.76870912;13866512.164345;238045577.386668;0;0
"PLE";0;0;0;0;0;0;170607204.667837;466216.897553164;28831612.7784739;0;0
"PSE";0;0;0;0;0;0;3333246.53134471;16152260.360271;25375348.0283949;0;0
"PRO";0;0;0;0;0;0;0;0;0;1881734.98697471;4123940.06759903
"PRP";0;0;0;0;0;0;0;0;0;17494139.1913924;2967523.32869673
